"record_id","paper_id","priority","gene_model","genotype","age_days","sex","assay","metric","value","unit","statistic","uncertainty_type","uncertainty","sample_size","sample_unit","unit_of_analysis","figure_table","doi_pmid","assay_transfer_to_flygym","allocation","decision","root_id_mapping_decision","reviewer","review_date","provenance","notes"
"expanded_022_aggarwal_2019_lrrkex1_w1118_female","aggarwal_2019_lrrkex1_w1118_female","none","lrrk2","not_extracted_in_expanded_survey_schema","not_reported","female","Automated vertical climbing assay","climbing_speed_blu_s","4.786291565","BLU/s","mean","SEM","1.882396102","18","fly","fly","see_expanded_survey_source_record","10.1073/pnas.1807456116; PMID:31748267","VALIDATION_ONLY","none","VALIDATION_ONLY","NOT_ASSESSED_IN_EXPANDED_SURVEY","Tuan Le","2026-08-30","https://pmc.ncbi.nlm.nih.gov/articles/PMC6900508/","Exact supplementary mean and SEM are available, but the assay is vertical climbing and the unit is BLU/s. Do not infer a planar walking endpoint."
"expanded_023_kajtor_2025_parkin_ddc","kajtor_2025_parkin_ddc","validation_candidate","parkin","not_extracted_in_expanded_survey_schema","14","not_reported","Single-animal threat assay with passing-shadow stimulus","pre_stimulus_walking_speed_mm_s","","mm/s","not_reported","NOT_REPORTED","","78","fly","fly","see_expanded_survey_source_record","10.7554/eLife.90905.3; PMID:40728873","TRANSFER_REVIEW_REQUIRED","validation_candidate","PENDING_HUMAN_SIGNOFF","NOT_ASSESSED_IN_EXPANDED_SURVEY","Tuan Le","2026-08-30","https://pmc.ncbi.nlm.nih.gov/articles/PMC12306971/","The article reports a 0.2-second pre-threat speed window and cohort counts, but exact numeric distribution summaries require the linked large raw-data archive. Do not download multi-gigabyte archive automatically; keep source and data DOI for human data-management decision."
"expanded_024_kajtor_2025_alpha_syn_ddc","kajtor_2025_alpha_syn_ddc","validation_candidate","alpha_synuclein","not_extracted_in_expanded_survey_schema","14","not_reported","Single-animal threat assay with passing-shadow stimulus","pre_stimulus_walking_speed_mm_s","","mm/s","not_reported","NOT_REPORTED","","69","fly","fly","see_expanded_survey_source_record","10.7554/eLife.90905.3; PMID:40728873","TRANSFER_REVIEW_REQUIRED","validation_candidate","PENDING_HUMAN_SIGNOFF","NOT_ASSESSED_IN_EXPANDED_SURVEY","Tuan Le","2026-08-30","https://pmc.ncbi.nlm.nih.gov/articles/PMC12306971/","The article reports a 0.2-second pre-threat speed window and cohort counts, but exact numeric distribution summaries require the linked large raw-data archive. Raw data link is public but not imported because the archive is multi-gigabyte."
"expanded_025_kajtor_2025_parkin_np6510","kajtor_2025_parkin_np6510","validation_candidate","parkin","not_extracted_in_expanded_survey_schema","14","not_reported","Single-animal threat assay with passing-shadow stimulus","pre_stimulus_walking_speed_mm_s","","mm/s","not_reported","NOT_REPORTED","","170","fly","fly","see_expanded_survey_source_record","10.7554/eLife.90905.3; PMID:40728873","TRANSFER_REVIEW_REQUIRED","validation_candidate","PENDING_HUMAN_SIGNOFF","NOT_ASSESSED_IN_EXPANDED_SURVEY","Tuan Le","2026-08-30","https://elifesciences.org/articles/90905","The paper reports a percentage speed decrease for this cohort, but not a directly reusable mean plus uncertainty in the reviewed article text. Percentage effects do not replace a numeric target with uncertainty."
"expanded_026_kajtor_2025_alpha_syn_np6510","kajtor_2025_alpha_syn_np6510","validation_candidate","alpha_synuclein","not_extracted_in_expanded_survey_schema","14","not_reported","Single-animal threat assay with passing-shadow stimulus","pre_stimulus_walking_speed_mm_s","","mm/s","not_reported","NOT_REPORTED","","181","fly","fly","see_expanded_survey_source_record","10.7554/eLife.90905.3; PMID:40728873","TRANSFER_REVIEW_REQUIRED","validation_candidate","PENDING_HUMAN_SIGNOFF","NOT_ASSESSED_IN_EXPANDED_SURVEY","Tuan Le","2026-08-30","https://elifesciences.org/articles/90905","The paper reports threat-response behavior and cohort counts, but the reviewed article text does not provide a reusable numeric speed uncertainty. Useful validation context for freezing/reactivity, not current calibration."
"expanded_027_bridi_2021_alpha_syn_day3","bridi_2021_alpha_syn_day3","validation_candidate","alpha_synuclein","not_extracted_in_expanded_survey_schema","3","not_reported","Drosophila activity and active-speed tracking","active_speed_mm_s","","mm/s","not_reported","NOT_REPORTED","","not_reported","fly","fly","see_expanded_survey_source_record","PMC8111063","TRANSFER_REVIEW_REQUIRED","validation_candidate","PENDING_HUMAN_SIGNOFF","NOT_ASSESSED_IN_EXPANDED_SURVEY","Tuan Le","2026-08-30","https://pmc.ncbi.nlm.nih.gov/articles/PMC8111063/","The paper reports active speed at day 3, but the exact numeric value and uncertainty were not available in the reviewed text. Needs figure/supplementary extraction before any target decision."
"expanded_028_bridi_2021_alpha_syn_day20","bridi_2021_alpha_syn_day20","validation_candidate","alpha_synuclein","not_extracted_in_expanded_survey_schema","20","not_reported","Drosophila activity and active-speed tracking","active_speed_mm_s","","mm/s","not_reported","NOT_REPORTED","","not_reported","fly","fly","see_expanded_survey_source_record","PMC8111063","TRANSFER_REVIEW_REQUIRED","validation_candidate","PENDING_HUMAN_SIGNOFF","NOT_ASSESSED_IN_EXPANDED_SURVEY","Tuan Le","2026-08-30","https://pmc.ncbi.nlm.nih.gov/articles/PMC8111063/","The paper reports active speed at day 20, but the exact numeric value and uncertainty were not available in the reviewed text. Needs figure/supplementary extraction before any target decision."
"expanded_029_cackett_2017_pink1_parkin_activity","cackett_2017_pink1_parkin_activity","none","pink1_parkin","not_extracted_in_expanded_survey_schema","1-3","male","Drosophila Activity Monitor","DAM_activity","","activity_units","mean","SEM","","7","experiment","not_reported","see_expanded_survey_source_record","PMC5469398","VALIDATION_ONLY","none","VALIDATION_ONLY","NOT_ASSESSED_IN_EXPANDED_SURVEY","Tuan Le","2026-08-30","https://pmc.ncbi.nlm.nih.gov/articles/PMC5469398/","DAM activity is reported with mean/SEM and experiment count, but is not the current FlyGym walking-speed or distance endpoint. Retain as activity validation evidence only."
"expanded_030_larval_asyn_2017_a53t_control","larval_asyn_2017_a53t_control","none","alpha_synuclein","not_extracted_in_expanded_survey_schema","larval","not_reported","Larval crawling assay","crawling_speed_mm_min","43.3","mm/min","mean","SEM","2.64","6","larva","larva","see_expanded_survey_source_record","PMC5403912","NOT_COMPARABLE","none","EXCLUDED_OUT_OF_SCOPE","NOT_ASSESSED_IN_EXPANDED_SURVEY","Tuan Le","2026-08-30","https://pmc.ncbi.nlm.nih.gov/articles/PMC5403912/","Numeric value is from larval crawling and is not adult FlyGym locomotion; it is retained for scope audit only. Do not mix larval crawling with adult walking calibration."
"expanded_031_larval_asyn_2017_a53t_drug_100","larval_asyn_2017_a53t_drug_100","none","alpha_synuclein","not_extracted_in_expanded_survey_schema","larval","not_reported","Larval crawling assay with chemical treatment","crawling_speed_mm_min","83.4","mm/min","mean","SEM","4.13","18","larva","larva","see_expanded_survey_source_record","PMC7492844","NOT_COMPARABLE","none","EXCLUDED_OUT_OF_SCOPE","NOT_ASSESSED_IN_EXPANDED_SURVEY","Tuan Le","2026-08-30","https://pmc.ncbi.nlm.nih.gov/articles/PMC7492844/","Drug-treatment larval speed is not an untreated adult disease baseline and is outside the current calibration scope. Drug context is not a target for this project."
"expanded_032_larval_asyn_2017_a53t_drug_1000","larval_asyn_2017_a53t_drug_1000","none","alpha_synuclein","not_extracted_in_expanded_survey_schema","larval","not_reported","Larval crawling assay with chemical treatment","crawling_speed_mm_min","78.8","mm/min","mean","SEM","6.73","6","larva","larva","see_expanded_survey_source_record","PMC7492844","NOT_COMPARABLE","none","EXCLUDED_OUT_OF_SCOPE","NOT_ASSESSED_IN_EXPANDED_SURVEY","Tuan Le","2026-08-30","https://pmc.ncbi.nlm.nih.gov/articles/PMC7492844/","Drug-treatment larval speed is not an untreated adult disease baseline and is outside the current calibration scope. Drug context is not a target for this project."
"expanded_033_gba_asyn_2018_climbing","gba_asyn_2018_climbing","none","alpha_synuclein_gba","not_extracted_in_expanded_survey_schema","adult_not_reported","not_reported","Negative geotaxis and activity assays","climbing_score","","percent","mean","SEM","","not_reported","fly","fly","see_expanded_survey_source_record","PMC5820349","VALIDATION_ONLY","none","VALIDATION_ONLY","NOT_ASSESSED_IN_EXPANDED_SURVEY","Tuan Le","2026-08-30","https://pmc.ncbi.nlm.nih.gov/articles/PMC5820349/","The study provides climbing/activity phenotype context but no currently transferable adult planar-speed target in the reviewed material. No conversion to walking speed."
"expanded_034_parkin_2012_larval_velocity","parkin_2012_larval_velocity","none","parkin","not_extracted_in_expanded_survey_schema","larval","not_reported","Larval locomotion assay","larval_velocity","","relative_to_control","not_reported","NOT_REPORTED","","not_reported","larva","larva","see_expanded_survey_source_record","PMC3313793","NOT_COMPARABLE","none","EXCLUDED_OUT_OF_SCOPE","NOT_ASSESSED_IN_EXPANDED_SURVEY","Tuan Le","2026-08-30","https://pmc.ncbi.nlm.nih.gov/articles/PMC3313793/","The source reports a relative locomotor defect without a reusable mean and uncertainty; the assay is larval rather than adult FlyGym walking. Context only; no numeric target extracted."
"expanded_035_asyn_2012_climbing_assay","asyn_2012_climbing_assay","none","alpha_synuclein","not_extracted_in_expanded_survey_schema","adult_not_reported","not_reported","Negative geotaxis climbing assay","climbing_score","","percent","not_reported","NOT_REPORTED","","not_reported","fly","fly","see_expanded_survey_source_record","PMC3410351","VALIDATION_ONLY","none","VALIDATION_ONLY","NOT_ASSESSED_IN_EXPANDED_SURVEY","Tuan Le","2026-08-30","https://pmc.ncbi.nlm.nih.gov/articles/PMC3410351/","Climbing assay is relevant to motor phenotype but no approved transfer to current FlyGym planar locomotion is available. Do not convert climbing to speed."
